target,id,credit_score,overdraft,quota,quota_is_zero,quota_surplus,quota_rate,credit_score_rank,all_is_null_x,all_is_zero,credit_score_is_null,quota_surplus_is_null,unit_price_mean,unit_price_max,unit_price_min,unit_price_std,order_all_is_null,amt_order_mean,amt_order_max,amt_order_min,amt_order_std,type_pay_count,sts_order_count,order_phone_count,name_rec_md5_count,货到付款,在线+京券支付,上门自提,余额+限品东券,在线+余额,在线+全品东券,null_x,定向京券支付,高校代理-自己支付,京豆混合支付,在线+全品京券,在线支付,在线,京豆支付,在线+京豆,前台自付,白条支付,在线+东券,混合支付,在线+限品东券,余额,积分支付,京券全额支付,定向京券,分期付款,在线支付 ,邮局汇款,高校代理-代理支付,在线预付,分期付款(招行),定向东券,京豆东券混合支付,东券混合支付,在线+东券支付,京豆,在线+余额+限品东券,在线+定向东券,全品京券,限品京券,在线+限品京券,公司转账,京券混合支付,type_pay_len,已晒单,已完成,等待审核,已收货,预订结束,抢票已取消,null_y,订单已取消,正在处理,配送退货,预约完成,未抢中,充值成功,未入住,请上门自提,等待付款,已退款,等待付款确认,已取消,下单失败,失败退款,商品出库,缴费成功,已取消订单,出票成功,购买成功,付款成功,等待收货,等待处理,等待退款,充值失败;退款成功,退款成功,完成,退款完成,出票失败,订单取消,充值失败,正在出库,sts_order_len,birthday_is_zero,sex_not_male,female,male,sex_secret,merriage1,merriage2,merriage3,merriage_is_null,account_grade1,account_grade2,account_grade3,account_grade4,account_grade5,account_grade_is_null,qq_bound_is_null,wechat_bound_is_null,degree,id_card_is_null,income1,income2,income3,income4,income5,age_one,age_two,age_three,age_four,age_five,all_null,record_count,湖南,河北,甘肃,北京,香港,陕西,安徽,山东,天津,null,青海,吉林,江西,海南,重庆,台湾,新疆,辽宁,广东,上海,河南,广西,贵州,山西,四川,内蒙,浙江,黑龙,湖北,宁夏,福建,江苏,云南,西藏,province_len,phone_count,card_record_count,store_card_count,have_credit_card,card_category_count,credit_count,card_count_one,record_is_unique,auth_id_card_is_null,auth_time_is_null,phone_is_null,all_is_null_y,all_not_null,card_time_is_null,time_phone_is_null,feature_1,register_days,day_mean,day_max,day_min,order_record_count,order_record_unique
0,20160608150003808365,0.9553719008264463,0.04182497670675827,0.08310593371850124,0,0.5841596873301461,0.5994429347826087,0.03392101084943107,1,0,0,0,0.0003374382538396286,4.017318453708686e-06,0.0022662231245260864,2.5707141382045367e-05,0.0,0.0008943784193045359,9.532946653017122e-06,0.002664672610800502,4.638336293795381e-05,0.0,0.07142857142857142,0.0040650406504065045,0.006756756756756757,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,1,6,4,0,2,2,0,0,1,1,1,0,1,0,0,0,129,395.61538461538464,1329,0,13,0
0,20160427110002485018,0.6644628099173554,0.0,0.0,1,0.5658257397074047,0.0,0.5076078327599894,1,0,0,0,0.0011996431512578225,9.040223504090384e-06,0.002348164273658978,7.370499090125067e-05,0.0,0.0027874160526634956,1.073462083554407e-05,0.01740044662504686,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,3,0,2,2,0,0,1,1,1,0,1,0,0,1,-417,686.0,686,686,2,0
0,593852820159991816,0.9570247933884297,0.238975941087256,0.28503679168940665,0,0.5660434013087059,0.9986134953122937,0.032721950251389256,1,0,0,0,0.0014695149703446752,3.111284930106301e-05,0.0021280238730034488,0.00015418199466339503,0.0,0.0018580064603248004,3.26111244680744e-05,0.0025265285497726125,0.00015418199466339503,0.0,0.21428571428571427,0.008130081300813009,0.033783783783783786,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,5,2,0,2,3,0,0,0,0,1,0,0,1,0,0,0,263.0,431,3,60,0
0,506970882778861832,0.6446280991735537,0.0,0.0,1,0.5658257397074047,0.0,0.5819330510717121,1,0,0,0,0.000854864091273819,3.29089205299481e-06,0.007366728313709649,0.0,1.0,0.0012435947193067205,4.789208906250815e-06,0.0077631408902196835,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,1,1,2,2,0,0,1,1,1,0,1,0,0,1,-380,0.0,0,0,1,1
0,584688602999427336,0.6363636363636364,0.0,0.0,1,0.5658257397074047,0.0,0.7637850621857635,1,0,0,0,0.000854864091273819,3.29089205299481e-06,0.007366728313709649,0.0,1.0,0.0012435947193067205,4.789208906250815e-06,0.0077631408902196835,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,56,0.0,0,0,1,1
0,592441601490424072,0.7652892561983471,0.0,0.0,1,0.5658257397074047,0.0,0.3375975787245303,1,0,0,0,0.000854864091273819,3.29089205299481e-06,0.007366728313709649,0.0,1.0,0.0012435947193067205,4.789208906250815e-06,0.0077631408902196835,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,1,0,0,0,1,1,1,0,1,0,0,0,658,0.0,0,0,1,1
0,583079367614140680,0.6611570247933884,0.0,0.0,1,0.5658257397074047,0.0,0.5130904339772426,1,0,0,0,0.000854864091273819,3.29089205299481e-06,0.007366728313709649,0.0,1.0,0.0012435947193067205,4.789208906250815e-06,0.0077631408902196835,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0.0,0,0,1,1
0,570174715704905992,0.7173553719008264,0.0,0.0,1,0.5658257397074047,0.0,0.4218956734585869,1,0,0,0,0.000854864091273819,3.29089205299481e-06,0.007366728313709649,0.0,1.0,0.0012435947193067205,4.789208906250815e-06,0.0077631408902196835,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,-156,0.0,0,0,1,1
0,583046669826789384,0.8115702479338843,0.0,0.0,1,0.5658257397074047,0.0,0.2619079121460704,1,0,0,0,0.000854864091273819,3.29089205299481e-06,0.007366728313709649,0.0,1.0,0.0012435947193067205,4.789208906250815e-06,0.0077631408902196835,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,-12,0.0,0,0,1,1
0,580369107380080648,0.8462809917355372,0.06288819765372236,0.08457383743907258,0,0.5711506753106652,0.8856809078771696,0.18990639057951839,1,0,0,0,0.0002863309740261079,1.1559217928756281e-05,0.0021115541096951465,5.232755283444864e-05,0.0,0.0006752827973866773,1.305752239339951e-05,0.0025100653637386105,5.232755283444864e-05,0.0,0.14285714285714285,0.0,0.013513513513513514,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,2,1,0,0,0,0,1,0,0,1,0,0,0,64.2051282051282,185,6,39,0
